,tweetid,tweet,lan_tag,ftid,sentiment
56,1134490964070821888,@nehapant19 @News18India @sambitswaraj @GargaC You can't get Ram by Chanting Jai Shree Ram...... Ram ko Samjho..Kri… https//t.co/dtdrR2zNIL,@\O nehapant19\Eng @\O News18India\Eng @\O sambitswaraj\Eng @\O GargaC\Eng You\Eng can't\Eng get\Eng Ram\Eng by\Eng Chanting\Eng Jai\Hin Shree\Hin Ram\Hin ......\O Ram\Hin ko\Hin Samjho\Hin ..\O Kri\Hin …\O https\Eng //\O t\Eng .\O co\Hin /\O dtdrR2zNIL\Hin ,314,negative
57,1134777948169330688,@Kingsahab786 ye government kya kuch nahi kar sakti ye tumhare bhejeme nahi aayega.....tum soch bhi nahi sakte ye s… https//t.co/kdg9GcF1Qc,@\O Kingsahab786\Eng ye\Eng government\Eng kya\Hin kuch\Hin nahi\Hin kar\Hin sakti\Hin ye\Hin tumhare\Hin bhejeme\Hin nahi\Hin aayega\Hin .....\O tum\Hin soch\Hin bhi\Hin nahi\Hin sakte\Hin ye\Hin s\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O kdg9GcF1Qc\Eng ,318,negative
58,1134988940358946816,@Lelo_na I love it sm 😂 a gone gal 🤣🤣,@\O Lelo\Hin _\O na\Hin I\Hin love\Hin it\Eng sm\Eng 😂\O a\Eng gone\Eng gal\Eng 🤣🤣\O ,323,positive
59,1134046957008068608,@Chatterj1Asking Ab ye kisne afwah failayi h ki computer baba #modi k silent supporter the aur @digvijaya_28 k hi p… https//t.co/az68d2Vz38,@\O Chatterj1Asking\Eng Ab\Hin ye\Hin kisne\Hin afwah\Hin failayi\Hin h\Hin ki\Hin computer\Eng baba\Hin #\O modi\Hin k\Eng silent\Eng supporter\Eng the\Eng aur\Hin @\O digvijaya\Hin _\O 28\O k\Hin hi\Hin p\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O az68d2Vz38\Eng ,327,neutral
60,1134417011352768518,@MediaCellPPP @KiranAl39877625 ye khusra Pakistan py hamla krny walo ki fevour krta h Qoom ko Sakht Nafrat h is se,@\O MediaCellPPP\Eng @\O KiranAl39877625\Eng ye\Eng khusra\Hin Pakistan\Eng py\Eng hamla\Eng krny\Hin walo\Hin ki\Hin fevour\Hin krta\Hin h\Hin Qoom\Hin ko\Hin Sakht\Hin Nafrat\Hin h\Hin is\Eng se\Hin ,329,negative
61,1135108051604611072,I really have to take a boat to get home out here🤣 Damn I just want to sleep🤧,I\Eng really\Eng have\Eng to\Eng take\Eng a\Eng boat\Eng to\Eng get\Eng home\Eng out\Eng here\Eng 🤣\O Damn\Hin I\Hin just\Hin want\Eng to\Eng sleep\Eng 🤧\O ,330,neutral
62,1134620294998614017,RT @Omojuwa Thank you June. Thank you for all the great news. Now go ahead and be the best June ever! 💜💙❤️,RT\Hin @\O Omojuwa\Hin Thank\Hin you\Eng June\Eng .\O Thank\Eng you\Eng for\Eng all\Eng the\Eng great\Eng news\Eng .\O Now\Eng go\Eng ahead\Eng and\Eng be\Eng the\Eng best\Eng June\Eng ever\Eng !\O 💜💙❤️\O ,332,positive
63,1133950994646228992,RT @uqkhan Saving one life saves humanity! A+ blood 6 donors ki fori zarurat hay     29th may (Wed) raat 9 bajy se pyhly chahye     For bypas…,RT\Eng @\O uqkhan\Eng Saving\Eng one\Eng life\Eng saves\Eng humanity\Eng !\O A\Eng +\O blood\Eng 6\O donors\Eng ki\Eng fori\Hin zarurat\Hin hay\Hin 29th\Eng may\Eng (\O Wed\Hin )\O raat\Hin 9\O bajy\Hin se\Hin pyhly\Eng chahye\Hin For\Hin bypas\Eng …\O ,336,positive
64,1132208946884751360,@narendramodi adarniya MODI JI apko ek bar fir NEW INDIA ki kaman sambhalne k liye apko HARDIK SHUBHKAMANYE....in 5… https//t.co/DlrF0wSl4v,@\O narendramodi\Hin adarniya\Hin MODI\Hin JI\Hin apko\Hin ek\Hin bar\Hin fir\Hin NEW\Hin INDIA\Hin ki\Hin kaman\Hin sambhalne\Hin k\Hin liye\Hin apko\Hin HARDIK\Hin SHUBHKAMANYE\Hin ....\O in\Hin 5…\O https\Eng //\O t\Eng .\O co\Eng /\O DlrF0wSl4v\Eng ,338,positive
65,1133980370762735616,@narendramodi Manniy narendr modi ji ko dusri bar shapth lene ki  anant shubhkamnae          i hope ap agle  20 salo tak… https//t    co/RbTQvivy8Q,@\O narendramodi\Hin Manniy\Hin narendr\Hin modi\Hin ji\Hin ko\Hin dusri\Hin bar\Hin shapth\Hin lene\Hin ki\Hin anant\Hin shubhkamnae\Hin i\Hin hope\Eng ap\Hin agle\Hin 20\O salo\Hin tak\Hin …\O https\Eng //\O t\Eng co\Eng /\O RbTQvivy8Q\Eng ,350,positive
66,1133022485476077568,@umair__56 @seebi17 Ggggg bilkul ! 😂😂🙏🙏 Meri characteristics btaa dyna bajii baad my bura na many 😂😂😎,@\O umair\Eng __\O 56\O @\O seebi17\Eng Ggggg\Hin bilkul\Hin !\O 😂😂🙏🙏\O Meri\Hin characteristics\Eng btaa\Hin dyna\Hin bajii\Hin baad\Hin my\Hin bura\Hin na\Hin many\Eng 😂😂😎\O ,354,neutral
67,1133377466049806336,NAHI CHHODNA CHAHIE KYONKI AGAR CONGRESS MUKT BHARAT LANA HAI TO INKA CONGRESS KA ADHYACHH HONA JARURI HAI https//t    co/Swpd6mOjL8,NAHI\Hin CHHODNA\Hin CHAHIE\Hin KYONKI\Hin AGAR\Hin CONGRESS\Hin MUKT\Hin BHARAT\Hin LANA\Hin HAI\Hin TO\Hin INKA\Hin CONGRESS\Hin KA\Hin ADHYACHH\Hin HONA\Hin JARURI\Hin HAI\Hin https\Eng //\O t\Eng co\Eng /\O Swpd6mOjL8\Eng ,358,neutral
68,1134870145896132608,@DEVENDRACHATUR1 hope soo sir.. aapka gyan is marvelous 👌,@\O DEVENDRACHATUR1\Eng hope\Eng soo\Hin sir\Hin ..\O aapka\Hin gyan\Hin is\Eng marvelous\Eng 👌\O ,364,neutral
69,1133862529766166529,@Nawab_ZaDa_Here @Syedees @itx_Bilal_ @Acid_6969 Likhna to sekhly teesri jamat fail🤣😈🔥,@\O Nawab\Hin _\O ZaDa\Hin _\O Here\Hin @\O Syedees\Eng @\O itx\Eng _\O Bilal\Eng _\O @\O Acid\Eng _\O 6969\O Likhna\Hin to\Hin sekhly\Eng teesri\Hin jamat\Hin fail\Hin 🤣😈🔥\O ,376,neutral
70,1134525328783761409,@manakgupta Dear manak dont insult modi ji this is wrong data Kya kami rakhi hai unhone tumhe palne ki Namak ka khyal rakho,@\O manakgupta\Hin Dear\Hin manak\Hin dont\Hin insult\Eng modi\Eng ji\Hin this\Hin is\Eng wrong\Eng data\Hin Kya\Hin kami\Hin rakhi\Hin hai\Hin unhone\Hin tumhe\Hin palne\Hin ki\Hin Namak\Hin ka\Hin khyal\Hin rakho\Hin ,378,neutral
71,1135203055228657664,@_Mansoor_Ali mansor tu bi lafafa leta he main app ko ke ra ho ye Tweets maro tu meri baat nhi sun ra Pakistan ke w… https//t.co/SGM5TliksD,@_\O Mansoor\Hin _\O Ali\Hin mansor\Hin tu\Hin bi\Hin lafafa\Hin leta\Hin he\Hin main\Eng app\Hin ko\Hin ke\Hin ra\Hin ho\Hin ye\Hin Tweets\Eng maro\Eng tu\Hin meri\Hin baat\Hin nhi\Hin sun\Hin ra\Hin Pakistan\Hin ke\Eng w\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O SGM5TliksD\Eng ,383,negative
72,1133875024761360384,#HappyBirthday Cute Sweet Lovely Pretty Nd Beauty Queen #JenniferWinget ! I Hope Aj Ka Din Tumhare Liye Khushiyo… https//t.co/oDZA9j9VZz,#\O HappyBirthday\Hin Cute\Hin Sweet\Hin Lovely\Hin Pretty\Hin Nd\Eng Beauty\Hin Queen\Eng #\O JenniferWinget\Eng !\O I\Eng Hope\Hin Aj\Hin Ka\Hin Din\Hin Tumhare\Hin Liye\Hin Khushiyo\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O oDZA9j9VZz\Eng ,387,positive
73,1135147379089297409,South Africa Ki bowling India 🇮🇳 ke sath hi chalegi kya 🤔🤔😀 #SAvBAN #CWC19,South\Eng Africa\Eng Ki\Hin bowling\Eng India\Hin 🇮🇳\O ke\Hin sath\Hin hi\Hin chalegi\Hin kya\Hin 🤔🤔😀\O #\O SAvBAN\Eng #\O CWC19\Eng ,399,neutral
74,1134536677584658432,@DeepsUnique3434 @narendramodi Sir apko bolna chata ho ke apna election ma modi jig ko ram ka bhai lashman ka sat d… https//t.co/twGyEJpsRO,@\O DeepsUnique3434\Eng @\O narendramodi\Eng Sir\Hin apko\Hin bolna\Hin chata\Hin ho\Hin ke\Hin apna\Hin election\Hin ma\Hin modi\Hin jig\Hin ko\Hin ram\Hin ka\Hin bhai\Hin lashman\Hin ka\Hin sat\Hin d\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O twGyEJpsRO\Hin ,410,neutral
75,1134919407140925441,@smritiirani @TajinderBagga @MODIfiedVikas Jai Shri Ram..... My parents are big fan of yours... Since kyunki Saans… https//t.co/1YMoqUZmLk,@\O smritiirani\Hin @\O TajinderBagga\Hin @\O MODIfiedVikas\Eng Jai\Eng Shri\Hin Ram\Hin .....\O My\Eng parents\Eng are\Eng big\Eng fan\Eng of\Eng yours\Eng ...\O Since\Hin kyunki\Hin Saans\Hin …\O https\Eng //\O t\Eng .\O co\Hin /\O 1YMoqUZmLk\Hin ,413,neutral
76,1131894312734642182,Live Urdu #FridaySermon delivered by the head of Ahmadiyya Muslim Community Hazrath Mirza Masroor Ahmad  ,Live\Eng Urdu\Eng #\O FridaySermon\Eng delivered\Eng by\Eng the\Eng head\Eng of\Eng Ahmadiyya\Eng Muslim\Eng Community\Eng Hazrath\Eng Mirza\Eng Masroor\Hin Ahmad\Eng ,416,neutral
77,1134085569632321536,Sir ji                  2007 world cup middle order  me batting krne ka chance mila us time apka experience aur feeling Kya thA     #SachinOpensAgain,Sir\Hin ji\Hin 2007\O world\Eng cup\Eng middle\Eng order\Eng me\Hin batting\Hin krne\Hin ka\Hin chance\Hin mila\Hin us\Eng time\Hin apka\Hin experience\Eng aur\Hin feeling\Hin Kya\Hin thA\Hin #\O SachinOpensAgain\Hin ,419,neutral
78,1134495103970447360,Aap Sirf Gandhi Parivar Par Kyun Bolte Ho Aur BJP Mai Kya Parivarwad Nahi Hai ? Unke liye Kyun Nahi Bolte Ho ? Kya… https//t.co/4X9SXeJBXy,Aap\Hin Sirf\Hin Gandhi\Hin Parivar\Hin Par\Hin Kyun\Hin Bolte\Hin Ho\Hin Aur\Hin BJP\Eng Mai\Hin Kya\Hin Parivarwad\Hin Nahi\Hin Hai\Hin ?\O Unke\Hin liye\Hin Kyun\Hin Nahi\Hin Bolte\Hin Ho\Hin ?\O Kya\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O 4X9SXeJBXy\Eng ,443,neutral
79,1134112064920793088,@baeyonsi No mind them jare but you fine sha o https//t    co/AKTnPiKcGq,@\O baeyonsi\Hin No\Hin mind\Eng them\Eng jare\Eng but\Hin you\Eng fine\Eng sha\Eng o\Hin https\Eng //\O t\Eng co\Hin /\O AKTnPiKcGq\Hin ,444,neutral
80,1135214734272344065,@betterpakistan Teri maa ne bhi tujhy PhD karwai thi yad hai Special Corruption Group ki. Bohot Beghairat qisam ke… https//t.co/KotqYIDJqJ,@\O betterpakistan\Eng Teri\Hin maa\Hin ne\Hin bhi\Hin tujhy\Hin PhD\Hin karwai\Hin thi\Hin yad\Hin hai\Hin Special\Eng Corruption\Eng Group\Eng ki\Hin .\O Bohot\Hin Beghairat\Hin qisam\Hin ke\Hin …\O https\Eng //\O t\Eng .\O co\Hin /\O KotqYIDJqJ\Hin ,460,negative
81,1134393685662216194,@abdulla05442160 ji bilkul abdullah ji zarur dua krungi .....allah sb khair krne wala hai.....jazakallah,@\O abdulla05442160\Eng ji\Eng bilkul\Hin abdullah\Hin ji\Hin zarur\Hin dua\Hin krungi\Hin .....\O allah\Eng sb\Eng khair\Hin krne\Hin wala\Hin hai\Hin .....\O jazakallah\Hin ,461,neutral
82,1135009067959611392,RT @wunderbarfilms We love you back 500M+ guys ❤️ We are speechless by the way you guys showered love on our #RowdyBaby. We mean it. Much…,RT\Eng @\O wunderbarfilms\Eng We\Eng love\Hin you\Eng back\Eng 500M\Eng +\O guys\Eng ❤️\O We\Hin are\Eng speechless\Eng by\Eng the\Eng way\Eng you\Eng guys\Eng showered\Eng love\Eng on\Eng our\Eng #\O RowdyBaby\Eng .\O We\Eng mean\Eng it\Eng .\O Much\Hin …\O ,467,positive
83,1133156445086781445,@Stylix15 Modi sb bhi kry gy support tension lyny ka nai deny ka or Chany khany ka great words by Dr Murli Parsad Sharma😂,@\O Stylix15\Eng Modi\Eng sb\Hin bhi\Hin kry\Hin gy\Eng support\Eng tension\Eng lyny\Hin ka\Hin nai\Eng deny\Eng ka\Eng or\Eng Chany\Eng khany\Eng ka\Eng great\Eng words\Eng by\Eng Dr\Eng Murli\Hin Parsad\Hin Sharma\Hin 😂\O ,468,neutral
84,1134662691505594368,@RanaAyyub @PostOpinions Take care bibi ! Allah khair ! No more stupidity will be tolerated now! Bismillah ! Amitbhai ki Jai !,@\O RanaAyyub\Eng @\O PostOpinions\Eng Take\Eng care\Eng bibi\Hin !\O Allah\Hin khair\Hin !\O No\Hin more\Eng stupidity\Eng will\Eng be\Eng tolerated\Eng now\Eng !\O Bismillah\Hin !\O Amitbhai\Hin ki\Hin Jai\Hin !\O ,469,negative
85,1134730675670536192,Ran into your brother tonight man...hes doing well for himself and his family. He’s moving to Oklahoma can you bel… https//t.co/kfgwtD2XaG,Ran\Eng into\Eng your\Eng brother\Eng tonight\Eng man\Eng ...\O hes\Eng doing\Eng well\Eng for\Eng himself\Eng and\Eng his\Eng family\Eng .\O He\Hin ’\O s\Eng moving\Eng to\Eng Oklahoma\Eng can\Eng you\Eng bel\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O kfgwtD2XaG\Hin ,478,negative
86,1133979771891642368,@shahid_siddiqui Janta ne Pragya ko chuna hai     Ab Shahi Suvar Boforswale bhi kuch ukhaad nahi sakte,@\O shahid\Eng _\O siddiqui\Eng Janta\Hin ne\Hin Pragya\Hin ko\Hin chuna\Hin hai\Hin Ab\Hin Shahi\Hin Suvar\Eng Boforswale\Eng bhi\Hin kuch\Hin ukhaad\Hin nahi\Hin sakte\Hin ,482,negative
87,1134871306304835584,Hello @unlimapps can you mod gaana music app. There is no mod for iOS,Hello\Eng @\O unlimapps\Eng can\Eng you\Hin mod\Hin gaana\Hin music\Hin app\Hin .\O There\Eng is\Eng no\Eng mod\Eng for\Eng iOS\Hin ,486,negative
88,1133902441378828288,@KapilSharmaK9  congratulation for this award Love you so much      Hame laugh kerne ke liye     @akshaykumar… https//t    co/mlpJV3ykii,@\O KapilSharmaK9\Eng congratulation\Eng for\Eng this\Eng award\Eng Love\Eng you\Hin so\Eng much\Hin Hame\Hin laugh\Eng kerne\Eng ke\Hin liye\Hin @\O akshaykumar\Hin …\O https\Eng //\O t\Eng co\Hin /\O mlpJV3ykii\Hin ,490,positive
89,1134695720009850880,@MrsAnjumara jaise log jab jab Nawaz Sharif k paas se guzarte thay to WO naak band ker leta tha... Is bechari ko to… https//t.co/OLDHpliCzE,@\O MrsAnjumara\Hin jaise\Hin log\Hin jab\Hin jab\Hin Nawaz\Hin Sharif\Eng k\Hin paas\Hin se\Hin guzarte\Hin thay\Hin to\Hin WO\Hin naak\Hin band\Hin ker\Hin leta\Hin tha\Hin ...\O Is\Hin bechari\Hin ko\Hin to\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O OLDHpliCzE\Hin ,494,neutral
90,1135154784057450496,@ZeeNewsHindi What's wrong please explain zeenews hindi. Bhakat prahlad bhi to usi family se belongs kartha tha.And holi ka bhi.,@\O ZeeNewsHindi\Eng What's\Eng wrong\Eng please\Eng explain\Eng zeenews\Eng hindi\Hin .\O Bhakat\Hin prahlad\Hin bhi\Hin to\Hin usi\Hin family\Eng se\Eng belongs\Eng kartha\Eng tha\Hin .\O And\Hin holi\Hin ka\Hin bhi\Hin .\O ,502,positive
91,1131893461852966914,RT @sharmaprachi61 Hai Sabse Super Modi Hai Sabse Uper Modi #DeshKaGauravModi #ModiAaGaya #Namo_Again #ModiReturns https//t.co/8mDjLfD…,RT\Eng @\O sharmaprachi61\Eng Hai\Hin Sabse\Hin Super\Hin Modi\Hin Hai\Hin Sabse\Hin Uper\Hin Modi\Hin #\O DeshKaGauravModi\Hin #\O ModiAaGaya\Hin #\O Namo\Hin _\O Again\Eng #\O ModiReturns\Eng https\Eng //\O t\Eng .\O co\Eng /\O 8mDjLfD\Eng …\O ,529,neutral
92,1135502435605028865,Kya Sarfraz Ahmed ki performance bhi ek reason he Pakistan ke losing streak me ? And kyu itne back to back kharab p… https//t.co/5jqePt65S6,Kya\Hin Sarfraz\Eng Ahmed\Eng ki\Eng performance\Hin bhi\Hin ek\Hin reason\Eng he\Eng Pakistan\Eng ke\Eng losing\Eng streak\Eng me\Hin ?\O And\Hin kyu\Hin itne\Hin back\Hin to\Eng back\Hin kharab\Hin p\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O 5jqePt65S6\Eng ,535,neutral
93,1134826093595242497,@AmitShah @narendramodi Congratulations Sir we proud of you.. Aap pr pura jakeen hai.. aap bohat achaa home minister Honga.. ),@\O AmitShah\Hin @\O narendramodi\Eng Congratulations\Eng Sir\Eng we\Eng proud\Eng of\Eng you\Eng ..\O Aap\Hin pr\Hin pura\Hin jakeen\Hin hai\Hin ..\O aap\Hin bohat\Hin achaa\Hin home\Hin minister\Eng Honga\Hin ..\O )\O ,539,positive
94,1135019394667442176,@peta Then what the fuck are we gonna eat cereal with fucking water?,@\O peta\Hin Then\Eng what\Eng the\Eng fuck\Eng are\Eng we\Hin gonna\Hin eat\Eng cereal\Eng with\Eng fucking\Eng water\Eng ?\O ,549,negative
95,1133950549022220293,RT @Bhuwane18236211 Modi ji ki appeal pr 1crore se adhik logo ne gas subsidi chhodi     Kya Modi ji ki appeal pr des ke 88%crorepati sansad D…,RT\Eng @\O Bhuwane18236211\Eng Modi\Eng ji\Hin ki\Eng appeal\Eng pr\Eng 1crore\Eng se\Eng adhik\Hin logo\Hin ne\Eng gas\Eng subsidi\Eng chhodi\Hin Kya\Hin Modi\Hin ji\Hin ki\Eng appeal\Eng pr\Eng des\Hin ke\Hin 88\O %\O crorepati\Hin sansad\Hin D\Hin …\O ,563,neutral
96,1134881910910533632,@AamAadmiParty @ArvindKejriwal Sahmgam vihar aap vidhayak is soo very bad celection on your next vidhayak,@\O AamAadmiParty\Hin @\O ArvindKejriwal\Hin Sahmgam\Eng vihar\Eng aap\Hin vidhayak\Hin is\Hin soo\Eng very\Eng bad\Eng celection\Eng on\Eng your\Eng next\Eng vidhayak\Hin ,564,negative
97,1134567365172219905,RT @zarrarmalik Super Hilarious but True Reality of these NOORA HARAMKHOR FAMILY🤣😀😜😀 @ImranKhanPTI @ZaidZamanHamid @_GhulamMustafa_ @abasi…,RT\Eng @\O zarrarmalik\Hin Super\Eng Hilarious\Eng but\Eng True\Eng Reality\Eng of\Eng these\Hin NOORA\Hin HARAMKHOR\Hin FAMILY\Hin 🤣😀😜😀\O @\O ImranKhanPTI\Hin @\O ZaidZamanHamid\Eng @_\O GhulamMustafa\Eng _\O @\O abasi\Hin …\O ,576,neutral
98,1133956167552577536,@niraj__dwivedi @yogrishiramdev arre baawle teri hi aankhein band thi lagta hai 2 saal se...twiitter check kar le b… https//t.co/tcy2MP5wjv,@\O niraj\Hin __\O dwivedi\Hin @\O yogrishiramdev\Hin arre\Hin baawle\Hin teri\Hin hi\Hin aankhein\Hin band\Hin thi\Hin lagta\Hin hai\Hin 2\O saal\Hin se\Hin ...\O twiitter\Eng check\Hin kar\Hin le\Hin b\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O tcy2MP5wjv\Eng ,590,neutral
99,1130864831488319488,"@Sa20_15 @JalalQazi Yeh kam uae main koi nai kr sakta q ke yahan ""danda"" chalta hai govt employees to traders to a… https//tco/MMfPhwj1hY","@\O Sa20\Hin _\O 15\O @\O JalalQazi\Hin Yeh\Hin kam\Hin uae\Hin main\Hin koi\Hin nai\Hin kr\Hin sakta\Hin q\Hin ke\Hin yahan\Hin ""\O danda\Hin ""\O chalta\Hin hai\Hin govt\Eng employees\Eng to\Eng traders\Eng to\Eng a\Eng …\O https\Eng //\O tco\Eng /\O MMfPhwj1hY\Hin \O ",595,positive
100,1134920930042322944,RT @armyindonesiaa2 Lagu yang dinyanyikan saat Soundcheck Wembley Concert hari ini adalah - Best of Me - Mic Drop - Fake Love Masih ter…,RT\Eng @\O armyindonesiaa2\Eng Lagu\Eng yang\Eng dinyanyikan\Eng saat\Hin Soundcheck\Eng Wembley\Eng Concert\Eng hari\Hin ini\Hin adalah\Hin -\O Best\Eng of\Eng Me\Eng -\O Mic\Eng Drop\Eng -\O Fake\Eng Love\Hin Masih\Eng ter\Eng …\O ,603,positive
101,1132202812220141569,@RJDforIndia Avi bhi samajh mae na aaya tho party band ho jayegi... Socho kyo hare.. Ye nahi ki dusra kyo jeet raha… https//t.co/gMh7IvnHaK,@\O RJDforIndia\Eng Avi\Eng bhi\Hin samajh\Hin mae\Hin na\Hin aaya\Hin tho\Hin party\Hin band\Hin ho\Hin jayegi\Hin ...\O Socho\Hin kyo\Hin hare\Hin ..\O Ye\Hin nahi\Hin ki\Hin dusra\Hin kyo\Hin jeet\Hin raha\Hin …\O https\Eng //\O t\Eng .\O co\Hin /\O gMh7IvnHaK\Hin ,604,neutral
102,1135010093160775680,RT @Naveen_Skfc Good Morning Cute @Siva_Kartikeyan Annaa💕😍🤗Happy Sunday Annaaaa😁😁 https//t.co/go4afvwOVh,RT\Eng @\O Naveen\Eng _\O Skfc\Eng Good\Eng Morning\Eng Cute\Eng @\O Siva\Hin _\O Kartikeyan\Hin Annaa\Hin 💕😍🤗\O Happy\Hin Sunday\Hin Annaaaa\Hin 😁😁\O https\Eng //\O t\Eng .\O co\Eng /\O go4afvwOVh\Hin ,605,neutral
103,1135010093160775680,RT @Naveen_Skfc Good Morning Cute @Siva_Kartikeyan Annaa💕😍🤗Happy Sunday Annaaaa😁😁 https//t.co/go4afvwOVh,RT\Eng @\O Naveen\Eng _\O Skfc\Eng Good\Eng Morning\Eng Cute\Eng @\O Siva\Hin _\O Kartikeyan\Hin Annaa\Hin 💕😍🤗\O Happy\Hin Sunday\Hin Annaaaa\Hin 😁😁\O https\Eng //\O t\Eng .\O co\Eng /\O go4afvwOVh\Hin ,605,positive
104,1134713218062925824,चोली के दुकान Tufan Diwana VIDEO SONG | Bhojpuri New Song 2019 DJ Remix https//t.co/d7va1qIoaO via @YouTube,चोली\O के\O दुकान\O Tufan\Hin Diwana\Hin VIDEO\Hin SONG\Hin |\O Bhojpuri\Eng New\Eng Song\Eng 2019\O DJ\Eng Remix\Eng https\Eng //\O t\Eng .\O co\Eng /\O d7va1qIoaO\Eng via\Eng @\O YouTube\Eng ,609,neutral
105,1133966159949074434,@Nehr_who @TypoMantri @anjanaomkashyap Pagal hai kya? They aren’t real issues     Mandir is important Hindu khatre mei jo hai!,@\O Nehr\Eng _\O who\Eng @\O TypoMantri\Hin @\O anjanaomkashyap\Hin Pagal\Hin hai\Hin kya\Hin ?\O They\Eng aren\Eng ’\O t\Eng real\Eng issues\Eng Mandir\Eng is\Eng important\Eng Hindu\Eng khatre\Hin mei\Hin jo\Hin hai\Hin !\O ,610,neutral
106,1134887429100322817,@ShikhaPathak18 @SuPriyoBabul @MamataOfficial Jai Shree Ram mamtaji pranam AAP seen mukhya mantri bank the Aashirwad Jai Shree ram,@\O ShikhaPathak18\Eng @\O SuPriyoBabul\Eng @\O MamataOfficial\Eng Jai\Eng Shree\Hin Ram\Hin mamtaji\Hin pranam\Hin AAP\Hin seen\Hin mukhya\Hin mantri\Hin bank\Eng the\Hin Aashirwad\Hin Jai\Hin Shree\Hin ram\Hin ,617,neutral
107,1133788576100044800,@anjanaomkashyap “APNA TIME AYGA” this song was generally inspired by Our very own Atal ji❣️,@\O anjanaomkashyap\Hin “\O APNA\Hin TIME\Hin AYGA\Hin ”\O this\Eng song\Eng was\Eng generally\Eng inspired\Eng by\Eng Our\Eng very\Eng own\Eng Atal\Eng ji\Hin ❣️\O ,621,negative
108,1134525646976118784,@Questperfection Arjun reddy was good...but aaj mene mard ko dard nahi hota dekhi.. it was ❤❤,@\O Questperfection\Eng Arjun\Eng reddy\Eng was\Eng good\Eng ...\O but\Eng aaj\Hin mene\Hin mard\Hin ko\Hin dard\Hin nahi\Hin hota\Hin dekhi\Hin ..\O it\Hin was\Eng ❤❤\O ,623,positive
109,1134710717423149057,@SaipallaviFC @Sai_Pallavi92 Nice pallavi i am big fan marri 2 hindi kab aaega,@\O SaipallaviFC\Eng @\O Sai\Eng _\O Pallavi92\Eng Nice\Eng pallavi\Hin i\Hin am\Eng big\Eng fan\Eng marri\Hin 2\O hindi\Hin kab\Hin aaega\Hin ,624,positive
110,1134939152963653632,maksad hatya aur loot kr ne ke hote hai late rk singh ke chhote bhai aur bhatije aur in ke ristedar broker criminal… https//t.co/A3A4duvSnm,maksad\Hin hatya\Hin aur\Hin loot\Hin kr\Hin ne\Hin ke\Hin hote\Hin hai\Hin late\Eng rk\Eng singh\Hin ke\Hin chhote\Hin bhai\Hin aur\Hin bhatije\Hin aur\Hin in\Hin ke\Hin ristedar\Eng broker\Eng criminal\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O A3A4duvSnm\Hin ,625,negative
111,1135169093227622400,@TwitterIndia hadd hoti hai...!! How can you do the same wrong again! Make the account of @TrueIndologyliv live!,@\O TwitterIndia\Hin hadd\Hin hoti\Hin hai\Hin ...!!\O How\Eng can\Eng you\Hin do\Hin the\Eng same\Eng wrong\Eng again\Eng !\O Make\Eng the\Eng account\Eng of\Eng @\O TrueIndologyliv\Eng live\Eng !\O ,629,negative
112,1133734990871588865,Love you @BeingSalmanKhan bhaijan https//t    co/buR0XrMayk,Love\Hin you\Hin @\O BeingSalmanKhan\Hin bhaijan\Eng https\Eng //\O t\Eng co\Eng /\O buR0XrMayk\Eng ,633,positive
113,1135112011178807296,Bannu Thana Domel Ki Hudood Chashmai Me Police Muqabla Police Ehlkar K Qatal Samet 6 Muqadmat Me Matloob Moeen Ullah Mara Gia.,Bannu\Hin Thana\Hin Domel\Hin Ki\Hin Hudood\Hin Chashmai\Hin Me\Hin Police\Hin Muqabla\Hin Police\Hin Ehlkar\Eng K\Hin Qatal\Hin Samet\Hin 6\O Muqadmat\Hin Me\Hin Matloob\Hin Moeen\Eng Ullah\Hin Mara\Eng Gia\Eng .\O ,637,neutral
114,1132537789470433280,@sonamJain001 Chokidaro se chor ko hi paresani hoti he. Sunneme aayahe Rahul dapli bajarahe he aur Sonia gaa rahi h… https//t.co/86vDcatzhB,@\O sonamJain001\Eng Chokidaro\Eng se\Hin chor\Hin ko\Hin hi\Hin paresani\Hin hoti\Hin he\Hin .\O Sunneme\Hin aayahe\Hin Rahul\Hin dapli\Hin bajarahe\Hin he\Hin aur\Hin Sonia\Hin gaa\Hin rahi\Hin h\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O 86vDcatzhB\Eng ,640,negative
